school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,secondary_contact_title,secondary_contact,phone,fax,cps_school_profile,website,facebook,twitter,youtube,pinterest,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific_islander,student_count_multi,student_count_hawaiian_pacific_islander,student_count_ethnicity_not_available,statistics_description,demographic_description,dress_code,prek_school_day,kindergarten_school_day,school_hours,freshman_start_end_time,after_school_hours,earliest_drop_off_time,classroom_languages,bilingual_services,refugee_services,title_1_eligible,preschool_inclusive,preschool_instructional,significantly_modified,hard_of_hearing,visual_impairments,transportation_bus,transportation_el,transportation_metra,average_act_school,mean_act,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,overall_rating,rating_status,rating_statement,classification_description,school_year,third_contact_title,third_contact_name,fourth_contact_title,fourth_contact_name,fifth_contact_title,fifth_contact_name,sixth_contact_title,sixth_contact_name,seventh_contact_title,seventh_contact_name,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,open_for_enrollment_date,closed_for_enrollment_date,school_latitude,school_longitude,location,source_dataset_id,address,city,state,zip,student_count_asian_pacific,student_count_hawaiian_pacific,student_count_ethnicity_not,multisensory,significantlymodifiedmod,transition
610173,5900,25351,SHERWOOD,Jesse Sherwood Elementary School,ES,False,True,True,True,"We offer a full curriculum of reading, math, science, social studies, language arts, art, physical education, and computer science. We offer an after-school athletic program and other after-school and before-school activities our students and parents. Sherwood Elementary has created a partnership with Communities in Schools and other organizations to provide various activities and workshops for our students, parents and entire school community.",Principal,Alice Buzanis,Assistant Principal,Kimberly Ann Carter-Easter,7735350829.0,7735350872.0,https://www.cps.edu/schools/schoolprofiles/610173,https://sherwood.cps.edu,https://www.facebook.com/JesseSherwoodElementary,https://twitter.com/Jesse_Sherwood,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",294,285,61,5,274,19,0,0,1,0,,0,,,There are 294 students enrolled at SHERWOOD.  96.9% are Low Income Students.  20.7% are Diverse Learners.  1.7% are Limited English Learners.,The largest demographic at SHERWOOD is Black.  This demographic makes up 93.2% of the student population.  The second greatest demographic is Hispanic at 6.5%.,True,Full and Half Day,Full Day,09:00am-4:00pm,,4:00pm-5:00pm,8:45am,,,,True,Y,Y,,,,"24, 29, 55, 59",Red,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,Danielle Beal,Counselor,,,,,,,,,ISP,True,False,True,False,2004-09-01T00:00:00.000,,41.7908,-87.632279,,kh4r-387c,245 W 57TH ST,Chicago,Illinois,60621.0,0.0,0.0,0.0,,,
609733,1570,46301,SULLIVAN HS,Roger C Sullivan High School,HS,True,False,False,False,"F*i*S*T* (Family*Integrity*Service*Tenacity*). These are the core values that drive Sullivan High School.  We are committed to the education of the whole child; mind, body and spirit. We provide a rigorous academic curriculum, partner with a CVS sponsored school based clinic, house a heath-club quality fitness room and offer a variety of sports and creative activities to expand and enrich the mind.  School offerings include dual credit programs through the City Colleges of Chicago, an Allied Health/Medical Honors Career Academy, a Business & Finance Academy and an Army JROTC program. 
 
As a smaller school, Sullivan is able to recognize individual students and provide instruction tailored to the diverse student body while celebrating their cultural/ethnic differences and uniting them as on cohesive group.  
Our mission is to educate across the entire spectrum of life; academics, the arts, character development and life skills.  We teach students to enjoy life and provide them with the tools to do so. 
 The Newcomer Academy at Sullivan High School serves students in Grades 9-12 who have recently arrived to the United States. Providing rigorous instruction and intentional English language development is at the core of the Newcomer Academy experience. Our teachers and faculty are focused and trained in personalized and social-emotional learning and providing a catered educational plan for our students. We are committed to helping students navigate this new country so they ultimately make a positive transition academically and culturally, while also maintaining their home languages and cultures.",Principal,Mr.Chad H Thomas,Assistant Principal,Mr. Matthew Fasana,7735342000.0,7735342141.0,https://www.cps.edu/schools/schoolprofiles/609733,https://sullivanhs.org,https://www.facebook.com/sullivanhs,http://twitter.com/sullivantigers,https://www.youtube.com/sullivantigers,,True,"9,10,11,12",9-12,648,590,159,285,233,228,50,92,2,0,,7,,,There are 648 students enrolled at SULLIVAN HS.  91% are Low Income Students.  24.5% are Diverse Learners.  44% are Limited English Learners.,The largest demographic at SULLIVAN HS is Black.  This demographic makes up 36% of the student population.  The second greatest demographic is Hispanic at 35.2%.,False,Half Day,,"M, T, Th, F: 8:00am - 3:11pm, W: 8:00am - 3:07pm",,3:20pm - 6:00pm,7:30am,"Arabic, French, Spanish, Spanish for Heritage Speakers",True,True,True,,,True,,,"22, 155",Red,Union Pacific North (UP-N),,,61.9,67.2,72.4,78.9,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,Director of Operations,Mr. Mat Thies,CTE Academy Coordinator (Admissions),Ms. Stephanie Moore,School Clerk,Ms. Belen Arreola,Counselor,Ms. Elizabeth Bieze Bruss,Counselor,Ms. Cheryl Sussewell,Network 14,True,False,False,True,2004-09-01T00:00:00.000,,42.002688,-87.669192,,kh4r-387c,6631 N BOSWORTH AVE,Chicago,Illinois,60626.0,0.0,2.0,34.0,,,
610000,4060,23851,HOWE,Julia Ward Howe Elementary School of Excellence,ES,False,True,True,True,Howe School of Excellence is a Chicago public school under the management of Academy of Urban School Leaders (AUSL). Howe offers a comprehensive academic and extracurriculum program that supports students in reaching their maximum potential. Howe is committed to building a safe school environment that fosters excellence for all students!,Principal,Mr.Turan C. Crockett,Ms. Daphne Sherrod,Ms. Daphne Sherrod,7735346060.0,7735346080.0,https://www.cps.edu/schools/schoolprofiles/610000,http://howe.auslchicago.org,,,,,False,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",416,395,81,6,396,19,0,0,0,0,,1,,,There are 416 students enrolled at HOWE.  95% are Low Income Students.  19.5% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at HOWE is Black.  This demographic makes up 95.2% of the student population.  The second greatest demographic is Hispanic at 4.6%.,True,Full Day,Full Day,08:45 AM-03:45 PM,,,,,,,True,,,,,,"66, 85",,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,Instructional Coach,Ms. Kenyatta Horton,School Counselor,Mr. Curtis Jones,Youth Intervention Specialist,Ms. Erinn McKune,,,,,AUSL,True,False,True,False,2004-09-01T00:00:00.000,,41.893612,-87.759398,,kh4r-387c,720 N LOREL AVE,Chicago,Illinois,60644.0,0.0,0.0,0.0,,,
610269,6910,26201,MCCUTCHEON,John T McCutcheon Elementary School,ES,False,True,True,True,"McCutcheon is a community school with a diverse student and teaching population. McCutcheon features 1:1 IPad/Chromebook ratio, internet access in the classrooms, and middle school coding curriculum. We are an Options for Knowledge and  Chicago Math & Science Initiative (CMSI) school.  
 
We have partnerships with  Lawyers in the Classroom, Northwestern University, Latin School, Urban Gateways, Boys and Girls Club, Asian Human Services, Loyola Health Partners and many others. 
  
We offer an extensive fine arts based after school program that includes visual arts, dance, percussion and voice classes. We also have programs like debate, STEM plus, and WITS on the Weekend. In addition we offer an array of athletic programs and are proud to offer one of the strongest elementary basketball programs in the city.  
 
Please send us an email to set up a tour or feel free to stop by!",Principal,Ms.Mary Andrea Theodosopoulos,Assistant Principal,Hadeil Abdelfattah,7735342680.0,7735342578.0,https://www.cps.edu/schools/schoolprofiles/610269,https://www.mccutcheonelementary.org,,,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",349,328,118,143,152,87,31,54,2,0,,22,,,There are 349 students enrolled at MCCUTCHEON.  94% are Low Income Students.  33.8% are Diverse Learners.  41% are Limited English Learners.,The largest demographic at MCCUTCHEON is Black.  This demographic makes up 43.6% of the student population.  The second greatest demographic is Hispanic at 24.9%.,False,Full and Half Day,Full Day,08:45 AM-03:45 PM,,,,,True,True,True,Y,,True,,,"81, 136, 144, 146, 151",Red,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,,,,,,,,,,,Network 2,True,False,True,False,2004-09-01T00:00:00.000,,41.970949,-87.654758,,kh4r-387c,4865 N SHERIDAN RD,Chicago,Illinois,60640.0,0.0,1.0,0.0,,,
609893,3080,23001,DORE,John C Dore Elementary School,ES,False,True,True,True,"Dore is a neighborhood Chicago Public School on the southwest side where educators work in strong partnership with families to foster greatness in every Dore student. We focus on balanced lteracy instruction that nurtures a life long love of reading and writing, rigorous mathematics instruction that allows students to develop conceptual understanding, and social and emotional learning that ensures every child gets what he or she needs. At Dore, every child is nurtured for greatness!",Principal,Tai M Basurto,,,7735352080.0,7735352084.0,https://www.cps.edu/schools/schoolprofiles/609893,https://www.dorebulldogschicago.org,,http://twitter.com/DoreElementary,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",760,358,139,108,30,515,202,7,0,0,,5,,,There are 760 students enrolled at DORE.  47.1% are Low Income Students.  18.3% are Diverse Learners.  14.2% are Limited English Learners.,The largest demographic at DORE is Hispanic.  This demographic makes up 67.8% of the student population.  The second greatest demographic is White at 26.6%.,True,Half Day,Full Day,7:45 am-2:45 pm,,Check Dore CSI Schedule,7:30 a.m.,,True,,False,,,True,,,,,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,School Clerk,Mrs. Andrea K. Solms,,,,,,,,,Network 10,True,False,True,False,2004-09-01T00:00:00.000,,41.773825866,-87.79974193,,kh4r-387c,7134 W 65TH ST,Chicago,Illinois,60638.0,0.0,1.0,0.0,,,
609949,3620,23401,GRAY,William P Gray Elementary School,ES,False,True,True,True,"Gray offers a robust academic program for all of our students with a STEAM focus (Science, Technology, Engineering, Arts and Math) with a strong instructional staff including seventeen Nationally Board Certified Teachers. In addition to academic excellence, Besides a rich extra-curricular program, we also offer tuition-based after-school care for working families.  We have active parent participation through our LSC, BAC, PAC and Friends of Gray parent committees.",Principal,Susan Mary Gross,Assistant Principal,Victoria Tomko,7735343520.0,7735343613.0,https://www.cps.edu/schools/schoolprofiles/609949,http://gray.cps.edu,,,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1064,891,157,342,26,895,72,21,10,0,,8,,,There are 1064 students enrolled at GRAY.  83.7% are Low Income Students.  14.8% are Diverse Learners.  32.1% are Limited English Learners.,The largest demographic at GRAY is Hispanic.  This demographic makes up 84.1% of the student population.  The second greatest demographic is White at 6.8%.,True,Full Day,Full Day,8:00 AM-3:00 PM,,,,,True,,True,,,,,,"80, 152",,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,,,,,,,,,,,Network 1,True,False,True,False,2004-09-01T00:00:00.000,,41.948764,-87.757116,,kh4r-387c,3730 N LARAMIE AVE,Chicago,Illinois,60641.0,0.0,0.0,32.0,,,
609885,3030,22951,DEWEY,Dewey Elementary Academy of Fine Arts,ES,False,True,True,True,Dewey Academy offers a Fine and Performing Arts Magnet Program. Dewey strives to provide a place of comfort for both learning and encouragement. Dewey is part of the Chicago Math & Science Initiative and the Chicago Reading Initiative. We use the Everyday Math and Math Thematic curriculum. Grades K-3 have implemented the new reading program TROPHIES 2005.,Principal,Mrs.Valencia T. Koker,Assistant Principal,Charlene Reynolds,7735351666.0,7735351802.0,https://www.cps.edu/schools/schoolprofiles/609885,http://dewey.auslchicago.org,http://www.facebook.com/DeweyEagles,http://twitter.com/DeweyEagles,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",338,326,32,14,307,26,4,0,0,0,,1,,,There are 338 students enrolled at DEWEY.  96.4% are Low Income Students.  9.5% are Diverse Learners.  4.1% are Limited English Learners.,The largest demographic at DEWEY is Black.  This demographic makes up 90.8% of the student population.  The second greatest demographic is Hispanic at 7.7%.,True,Full Day,Full Day,M-Th 07:45 AM-03:15 PM;  F: 7:45 AM-12:45 PM,,3:15 PM-6:15 PM,7:20 AM,Spanish,True,,True,,,,,,"8, 51, 55",Red,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,CPC Head Teacher,Arlene Lewis,,,,,,,,,AUSL,True,False,True,False,2004-09-01T00:00:00.000,,41.795646,-87.642652,,kh4r-387c,5415 S UNION AVE,Chicago,Illinois,60609.0,0.0,0.0,0.0,,,
400157,9614,66577,NOBLE - BAKER HS,Noble - Baker College Prep,HS,True,False,False,False,.,Director,Mary Arrigo,Principal,Mary Arrigo,7735356460.0,7739130346.0,https://www.cps.edu/schools/schoolprofiles/400157,https://nobleschools.org/baker,,,,,False,"9,10,11,12",9-12,200,185,43,29,155,38,4,0,1,0,,1,,,There are 200 students enrolled at NOBLE - BAKER HS.  92.5% are Low Income Students.  21.5% are Diverse Learners.  14.5% are Limited English Learners.,The largest demographic at NOBLE - BAKER HS is Black.  This demographic makes up 77.5% of the student population.  The second greatest demographic is Hispanic at 19%.,True,,,"Mon - Thurs 7:45 am - 3:30 pm, Fri 7:45am- 1:15 pm","Mon - Thurs 7:45 am - 3:30 pm, Fri 7:45am- 1:15 pm",3:30 pm - 5:00 pm,7:00 am,"Spanish, Spanish for Heritage Speakers",False,False,True,,,,,,"30, 87, 95",Red,Metra Electric District (ME),,,83.6,67.2,81.1,78.9,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",2018-19,,,,,,,,,,,Charter,True,False,False,True,2013-07-01T00:00:00.000,,41.734622,-87.556201,,kh4r-387c,2710 E 89TH ST,Chicago,Illinois,60617.0,0.0,1.0,0.0,,,
610513,1055,45231,AIR FORCE HS,Air Force Academy High School,HS,True,False,False,False,"AFAHS provides a rigorous curriculum across all disciplines and grade levels, emphasizing literacy, science, character development and discipline in a nurturing, positive, structured and safe environment.  AFAHS is also the only provider of a flight program for students in the Chicagoland area who are interested in pursuing a career in the aerospace industry.  Our state of the art Flight Simulator Lab is the only one in CPS conveniently located near the South Loop.",Principal,Mrs.Yashika N Tippett-Eggleston,,,7735351590.0,7735351847.0,https://www.cps.edu/schools/schoolprofiles/610513,https://afahs.org,https://www.facebook.com/AFAHSIL20092/,https://twitter.com/AFAHSChi,,,False,"9,10,11,12",9-12,194,161,21,15,89,88,12,1,1,0,,3,,,There are 194 students enrolled at AIR FORCE HS.  83% are Low Income Students.  10.8% are Diverse Learners.  7.7% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 45.9% of the student population.  The second greatest demographic is Hispanic at 45.4%.,True,,,07:30 AM-03:00 PM,7:30 a.m. - 3:00 p.m.,03:00 Pm - 06:00 PM,07:15 AM,"French, Spanish",False,False,True,,,,,,"24, 35, 39, 44","Green, Red",Rock Island District (RI),,,62.5,67.2,83.7,78.9,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",For students who wish to develop leadership and team-building skills as well as receive military training.,2018-19,,,,,,,,,,,Network 16,True,False,False,True,2009-07-01T00:00:00.000,,41.828145,-87.632757,,kh4r-387c,3630 S WELLS ST,Chicago,Illinois,60609.0,0.0,0.0,0.0,,,
609967,3760,23541,FINKL,William F Finkl Elementary School,ES,False,True,True,True,"A neighborhood school, Finkl Elementary offers a solid core curriculum. The school has a full computer lab, and a mobile lab is used in the classrooms. Finkl enjoys partnerships with namesake A. Finkl and Sons Steel Company, as well as the DePaul University Center for Urban Education. The school has been recognized for ISAT achievement.",Principal,Denise Sharon Lynch,Assistant Principal,Rogelio Lopez,7735355850.0,7735354409.0,https://www.cps.edu/schools/schoolprofiles/609967,https://finklacademy.org,,,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",298,284,69,136,46,233,12,1,0,0,,5,,,There are 298 students enrolled at FINKL.  95.3% are Low Income Students.  23.2% are Diverse Learners.  45.6% are Limited English Learners.,The largest demographic at FINKL is Hispanic.  This demographic makes up 78.2% of the student population.  The second greatest demographic is Black at 15.4%.,True,Half Day,Full Day,07:45 AM-02:45 PM,,,,,,,True,Y,,True,,,"21, 49",Pink,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,,,,,,,,,,,Network 7,True,False,True,False,2004-09-01T00:00:00.000,,41.849215,-87.685668,,kh4r-387c,2332 S WESTERN AVE,Chicago,Illinois,60608.0,0.0,1.0,0.0,,,
400129,9046,66613,YCCS - PROGRESSIVE LEADERSHIP,YCCS-Progressive Leadership Academy,HS,True,False,False,False,YCCS-Progressive Leadership Academy,Director,Dionne Kirksey,Assistant Principal,Marvin Griffin,7733633837.0,7737239022.0,https://www.cps.edu/schools/schoolprofiles/400129,https://www.pla-yccs.org,https://www.facebook.com/Progressive-Leadership-Academy-1770580266287930/,,,,False,"9,10,11,12",9-12,129,125,33,0,124,2,0,0,0,0,,2,,,There are 129 students enrolled at YCCS - PROGRESSIVE LEADERSHIP.  96.9% are Low Income Students.  25.6% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YCCS - PROGRESSIVE LEADERSHIP is Black.  This demographic makes up 96.1% of the student population.  The second greatest demographic is Other at 2.4%.,True,,,8:30 AM - 3:05 PM,,,,,False,,True,,,,,,"3, 15",Green,,,,14.9,67.2,,,Level 1+,NOT APPLICABLE,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",2018-19,,,,,,,,,,,Options,False,False,False,False,2012-07-01T00:00:00.000,,41.773962,-87.61574,,kh4r-387c,6620 S DR MARTIN LUTHER KING JR DR,Chicago,Illinois,60637.0,0.0,0.0,1.0,,,
609718,1420,46201,KENNEDY HS,John F Kennedy High School,HS,True,False,False,False,"John F. Kennedy High School challenges all students to become critical thinkers in an increasingly connected global society.  The school aims to develop students into productive, knowledgeable, active, and reflective lifelong learners who positively impact their community, country, and world.",Principal,George Z Szkapiak,Assistant Principal,Ms. Rachel Peralta,7735352325.0,7735352485.0,https://www.cps.edu/schools/schoolprofiles/609718,http://www.kennedy.cps.edu,,,,,True,"9,10,11,12",9-12,1546,1070,293,156,34,1184,291,12,13,0,,8,,,There are 1546 students enrolled at KENNEDY HS.  69.2% are Low Income Students.  19% are Diverse Learners.  10.1% are Limited English Learners.,The largest demographic at KENNEDY HS is Hispanic.  This demographic makes up 76.6% of the student population.  The second greatest demographic is White at 18.8%.,False,,,7:30 AM-2:45 PM,7:30 a.m. - 2:45 p.m.,2:45 - 8:00 PM,6:45 AM,"Polish, Spanish",True,False,True,,,True,,,"55N, 62, 62H",Orange,,,,71.1,67.2,79.3,78.9,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,Assistant Principal,Mr. Joshua Micley,,,,,,,,,Network 16,True,False,False,True,2004-09-01T00:00:00.000,,41.789961,-87.78084,,kh4r-387c,6325 W 56TH ST,Chicago,Illinois,60638.0,0.0,1.0,3.0,,,
609969,3780,23561,HARTE,Bret Harte Elementary School,ES,False,True,True,True,Bret Harte School is nestled within the Hyde Park community. We offer a variety of extracurricular and enrichment programs for our students throughout the school day and after school. Technology is integrated in every classroom as a supplement to the curriculum. Various partnerships have been established through the University of Chicago and other community organizations to provide our students with a well-rounded educational experience.,Principal,Charles A Bright,Principal,Charlie Bright,7735350870.0,7735350666.0,https://www.cps.edu/schools/schoolprofiles/609969,http://www.harte.cps.edu,,,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",342,265,39,24,294,24,14,2,1,0,,7,,,There are 342 students enrolled at HARTE.  77.5% are Low Income Students.  11.4% are Diverse Learners.  7% are Limited English Learners.,The largest demographic at HARTE is Black.  This demographic makes up 86% of the student population.  The second greatest demographic is Hispanic at 7%.,True,Full Day,Full Day,08:15 AM-03:15 PM,,3:15 pm - 4:30 PM,7:45 am,,True,,True,,Y,,,,,,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,Assistant Principal,Meghan Fido,,,,,,,,,Network 9,True,False,True,False,2004-09-01T00:00:00.000,,41.793447,-87.586855,,kh4r-387c,1556 E 56TH ST,Chicago,Illinois,60637.0,0.0,0.0,0.0,,,
610251,6730,26021,CATHER,Willa Cather Elementary School,ES,False,True,True,True,"Cather Elementary School (Home of the Cougars) is located in the East Garfield community. Cather’s primary instructional focus is preparing students for college and career readiness by offering a rigorous curriculum infusing in technology and meeting the needs of the common core state standards.  We offer a variety of extracurricular activities for boys and girls after school, as well as Fine Arts during the school day.  School partnerships include but are not limited to: (MLK Boys & Girls Club, Marillac House, The Australian Consulate-General, Super Seven,  Bank of America, Communities In Schools, and several neighborhood churches).",Principal,Wanda Rene Carey,Assistant Principal,Wanda C. Hart,7735346780.0,7735346727.0,https://www.cps.edu/schools/schoolprofiles/610251,https://cather.cps.edu,,,,,True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",370,368,86,9,348,16,1,3,1,0,,1,,,There are 370 students enrolled at CATHER.  99.5% are Low Income Students.  23.2% are Diverse Learners.  2.4% are Limited English Learners.,The largest demographic at CATHER is Black.  This demographic makes up 94.1% of the student population.  The second greatest demographic is Hispanic at 4.3%.,True,Full and Half Day,Full Day,07:45 AM-02:45 PM,,03:00PM -5:00PM,7:30 AM,,False,,True,Y,,True,,,"20, 94",Green,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,Counselor & Case Manager,Delores Smith,Office Manager / School Clerk,Deborah V. Johnson,SCR / Attendance Clerk,Darielle Carter,Sports Coach,Edward Williams,,,Network 5,True,False,True,False,2004-09-01T00:00:00.000,,41.88295,-87.699187,,kh4r-387c,2908 W WASHINGTON BLVD,Chicago,Illinois,60612.0,0.0,0.0,0.0,,,
610284,7060,22071,NEW FIELD,New Field Elementary School,ES,False,False,True,True,"The New Field curriculum includes the Lucy Caulkins' Reading and Writing Units. These incorporate the readers workshop and writing workshop instructional model. We also utilize Eureka Math, and FOSS Science.  
Teachers and students are a community of learners committed to using evidence-based strategies and collaborative practices to foster a respectful and safe place, where each student's strengths and needs are addressed.  
The school is also committed to the arts and has partnerships that include the Old Town School of Folk Music, the Chicago Children’s Choir, Lifeline Theatre, Ravinia, and Design Dance.",Principal,Ms.Conrey L Callahan,Assistant Principal,Conrey Callahan,7735342760.0,7735342773.0,https://www.cps.edu/schools/schoolprofiles/610284,https://newfield.cps.edu,,https://twitter.com/newfieldschool,,,True,"PK,K,1,2,3,4","PK,K-4",625,479,98,267,181,273,85,56,5,0,,23,,,There are 625 students enrolled at NEW FIELD.  76.6% are Low Income Students.  15.7% are Diverse Learners.  42.7% are Limited English Learners.,The largest demographic at NEW FIELD is Hispanic.  This demographic makes up 43.7% of the student population.  The second greatest demographic is Black at 29%.,True,Half Day,Full Day,08:45 AM-03:45 PM,,,,Spanish,True,True,True,,Y,True,,,"22, 96",Red,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",2018-19,,,,,,,,,,,Network 2,True,False,True,False,2004-09-01T00:00:00.000,,42.007703,-87.673168,,kh4r-387c,1707 W MORSE AVE,Chicago,Illinois,60626.0,0.0,2.0,0.0,,,
400039,5780,66331,ERIE,Erie Elementary Charter School,ES,False,True,True,False,"In 2005, its founding year, Erie Charter opened with 80 students in kindergarten and 1st grade and has grown to include over 400 students in K-8. Erie Elementary Charter School (EECS) teaches students through an interdisciplinary, hands-on approach. The school values language and culture so all students learn to read, write, and speak English as well as Spanish.",Director,Kim Kays,Interim Principal,Kim Kays,7734867161.0,7734867234.0,https://www.cps.edu/schools/schoolprofiles/400039,http://www.eriecharterschool.org,https://www.facebook.com/eriecharterschool,https://twitter.com/eecseagles,,,False,"K,1,2,3,4,5,6,7,8",K-8,418,349,78,201,54,350,7,1,1,0,,4,,,There are 418 students enrolled at ERIE.  83.5% are Low Income Students.  18.7% are Diverse Learners.  48.1% are Limited English Learners.,The largest demographic at ERIE is Hispanic.  This demographic makes up 83.7% of the student population.  The second greatest demographic is Black at 12.9%.,True,,Full Day,8:00 am-3:15 pm,,3:15 pm-6:00 pm,07:30 AM,Spanish,True,,True,,,,,,72,,,,,,,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",2018-19,Director of Operations,Joshua Marder,,,,,,,,,Charter,False,False,False,False,2004-09-01T00:00:00.000,,41.906771,-87.694364,,kh4r-387c,1405 N WASHTENAW AVE,Chicago,Illinois,60622.0,0.0,1.0,0.0,,,
